Date,Open,High,Low,Close,Volume,Adj Close
2017-04-07,172.080002,172.929993,171.279999,172.139999,3556000,172.139999
2017-04-06,173.470001,173.470001,172.25,172.449997,3416100,172.449997
2017-04-05,174.699997,176.330002,172.809998,172.880005,6199500,172.880005
2017-04-04,173.520004,174.960007,173.259995,174.520004,3097400,174.520004
2017-04-03,173.820007,174.869995,173.380005,174.50,4271600,174.50
2017-03-31,173.979996,174.949997,173.690002,174.139999,2911200,174.139999
2017-03-30,173.860001,174.589996,173.690002,173.860001,3153000,173.860001
2017-03-29,174.300003,174.490005,173.460007,173.940002,3039600,173.940002
2017-03-28,173.940002,175.00,173.00,174.509995,3506300,174.509995
2017-03-27,172.690002,174.160004,172.089996,173.770004,3217700,173.770004
2017-03-24,175.119995,175.50,173.389999,173.830002,3178900,173.830002
2017-03-23,174.429993,175.669998,173.559998,174.820007,3615400,174.820007
2017-03-22,174.039993,175.059998,172.800003,174.779999,3426800,174.779999
2017-03-21,176.009995,176.229996,173.839996,173.880005,3883700,173.880005
2017-03-20,175.649994,176.179993,175.139999,175.699997,2334400,175.699997
2017-03-17,176.289993,176.789993,175.649994,175.649994,5843800,175.649994
2017-03-16,178.460007,179.00,176.820007,177.240005,4263800,177.240005
2017-03-15,175.710007,176.279999,174.75,175.809998,3695200,175.809998
2017-03-14,176.179993,176.820007,175.210007,175.720001,3144300,175.720001
2017-03-13,177.850006,178.059998,176.419998,176.460007,3428900,176.460007
2017-03-10,178.210007,179.490005,177.419998,177.830002,3089000,177.830002
2017-03-09,179.149994,179.25,175.880005,177.179993,5413100,177.179993
2017-03-08,180.75,180.949997,179.300003,179.449997,3520000,179.449997
2017-03-07,180.710007,181.289993,180.199997,180.380005,2930800,180.380005
2017-03-06,179.720001,180.990005,179.570007,180.470001,3180900,180.470001
2017-03-03,180.529999,181.320007,179.759995,180.050003,1822000,180.050003
2017-03-02,181.880005,181.880005,180.429993,180.529999,2913600,180.529999
2017-03-01,180.479996,182.550003,180.029999,181.949997,2960000,181.949997
2017-02-28,179.380005,180.630005,179.350006,179.820007,3272500,179.820007
2017-02-27,181.190002,181.25,179.279999,179.399994,3672000,179.399994
2017-02-24,180.210007,181.490005,179.889999,181.350006,3267800,181.350006
2017-02-23,182.00,182.50,180.919998,181.649994,2250500,181.649994
2017-02-22,180.089996,181.339996,180.089996,181.149994,3013500,181.149994
2017-02-21,180.600006,180.789993,179.119995,180.259995,4346700,180.259995
2017-02-17,181.25,181.570007,180.00,180.669998,3478100,180.669998
2017-02-16,181.449997,182.789993,180.869995,181.429993,3237400,181.429993
2017-02-15,180.199997,181.919998,179.809998,181.679993,2875400,181.679993
2017-02-14,178.570007,180.130005,178.350006,180.130005,2567900,180.130005
2017-02-13,179.240005,179.899994,178.839996,179.360001,3093400,179.360001
2017-02-10,177.369995,178.869995,176.759995,178.679993,2930700,178.679993
2017-02-09,176.169998,177.800003,175.910004,177.210007,3090700,177.210007
2017-02-08,177.50,177.50,175.880005,176.169998,2913100,176.169998
2017-02-07,176.00,178.619995,175.899994,178.460007,3873500,177.060012
2017-02-06,175.309998,175.979996,174.380005,175.860001,2650800,174.480403
2017-02-03,175.00,176.339996,174.889999,175.820007,3309300,174.440723
2017-02-02,174.229996,174.970001,173.550003,174.580002,2620500,173.210445
2017-02-01,175.00,175.699997,172.889999,174.289993,2795700,172.922712
2017-01-31,175.050003,175.580002,173.610001,174.520004,4139000,173.150918
2017-01-30,176.979996,177.070007,174.580002,175.800003,4094800,174.420876
2017-01-27,178.470001,179.199997,177.300003,177.300003,3482300,175.909108
2017-01-26,178.059998,178.880005,177.509995,178.660004,3063900,177.25844
2017-01-25,176.259995,179.25,176.130005,178.289993,5922500,176.891332
2017-01-24,171.360001,176.00,171.160004,175.899994,6952400,174.520082
2017-01-23,170.080002,171.25,170.009995,171.029999,5478200,169.688291
2017-01-20,167.809998,170.639999,166.00,170.550003,12690000,169.212061
2017-01-19,166.960007,167.449997,165.800003,166.809998,6963400,165.501396
2017-01-18,167.449997,168.589996,166.690002,166.800003,4007800,165.491479
2017-01-17,166.690002,168.179993,166.119995,167.889999,3315700,166.572925
2017-01-13,167.970001,168.479996,166.880005,167.339996,2875400,166.027237
2017-01-12,167.770004,168.009995,165.559998,167.949997,2927500,166.632452
2017-01-11,166.050003,167.759995,165.600006,167.75,3599500,166.434024
2017-01-10,167.979996,168.089996,165.339996,165.520004,4118700,164.221522
2017-01-09,169.470001,169.800003,167.619995,167.649994,3184700,166.334802
2017-01-06,168.690002,169.919998,167.520004,169.529999,2945500,168.200059
2017-01-05,169.25,169.389999,167.259995,168.699997,2682300,167.376568
2017-01-04,167.770004,169.869995,167.360001,169.259995,3381400,167.932173
2017-01-03,167.00,167.869995,166.009995,167.190002,2934300,165.878419
2016-12-30,166.440002,166.699997,165.50,165.990005,2952800,164.687836
2016-12-29,166.020004,166.990005,166.00,166.600006,1663500,165.293051
2016-12-28,167.289993,167.740005,166.00,166.190002,1757500,164.886264
2016-12-27,166.979996,167.979996,166.850006,167.139999,1397500,165.828809
2016-12-23,167.00,167.490005,166.449997,166.710007,1701200,165.402189
2016-12-22,167.360001,168.229996,166.580002,167.059998,2802600,165.749434
2016-12-21,166.25,167.940002,165.25,167.330002,3575700,166.017321
2016-12-20,167.490005,168.25,166.449997,167.600006,2174600,166.285207
2016-12-19,166.830002,167.259995,166.00,166.679993,2955900,165.372411
2016-12-16,168.970001,169.110001,166.059998,166.729996,7120600,165.422021
2016-12-15,168.009995,169.850006,167.779999,168.020004,3388600,166.70191
